title,sub_title,Rank,Horse / Owner,Points,Total Comps
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",1,"CLEES/ AHERN, MADELINE - MA",798.3,(11 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",2,"KINGSLAND BAY/ LEBLANC, MARY - MA",371.25,(15 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",3,"PALOMA/ PEPE, LEXI - CT",168.75,(4 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",4,"BROADWAY/ WAYE, MARGUERITE - CT",140,(2 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",5,"COSA NOSTRA/ WRIGHT START OUTSOURCING, LLC - CT",77,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",6,"MCDREAMY/ FLEMING, KELLY - MA",62,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",7,"RANSOM/ ROCHE, JENNIFER - CT",56,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-SMALL 16-17",8,"VDL WHITE CHOCOLATE/ MAZZOLA, EVA - MA",31.25,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",1,"KEIDOLON/ DEMPSEY-WEINER, PAIGE - CT",850.55,(12 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",2,"GOMERI DELLA CACCIA/ RUBIN, OLIVIA - MA",833.25,(15 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",3,"BLUE EMPIRE/ SUN, ANNIKA - CT",675.9,(12 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",4,"NOTORIUS/ WRIGHT START OUTSOURCING, LLC - CT",576.5,(11 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",5,"CHICCO LUMAD/ PATEL, ISABELLA - MA",547.6,(8 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",6,"DARKO C/ BACK FORTY EQUINE, LLC - VT",477.9,(5 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",7,"CONWAY/ BRANCA, CAMILLE - CT",457.8,(5 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",8,"CAMPFIRE/ RYAN, PING - CT",389.5,(5 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",9,FIFTH AVENUE/ SRE EQUESTRIAN LLC - CT,305,(10 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",10,"CELECTRIK/ AHERN, MADELINE - MA",292.5,(7 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",11,"CF CASECCO/ JONES, BRIDEY - ME",231,(5 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",12,"GALLANT MAJI T/ MOTL, EMMA - NH",228,(3 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",13,"QUETZAL DE RAZEL/ NYREN, PAIGE - MA",227.5,(6 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",14,"EWIEKA/ ROBIDAS, TERRI - CT",221,(6 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",15,"AXELL/ HOCHBERG, EPHRAIM - MA",215,(3 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",16,"D'JANGO/ PALOMBO, GIANNA - MA",191,(4 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",17,"RIO'S GRAND FINALE/ BRADLEY, JULIANNA - CT",170,(3 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",18,"ADAGIO/ BANERJI, BEVERLY - CT",157.25,(2 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",19,SHOWTIME/ STARBUCK EQUESTRIAN - CT,138,(3 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",20,"CLOSING STATEMENT/ HART, MADISON - CT",113.25,(3 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",21,"IN THE LOOP/ HART, TRACY  - CT",106,(5 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",22,"ELYSSE DE NABAB/ AMBER HILL FARM, LLC - MA",97.4,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",23,"BELLISIMO/ GREMLEY, PAMELA - MA",94,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",24,"LORDAN/ SANDERS, KENYA - MA",72,(6 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",25,"DIXIELAND BLUES/ CHARD, RACHEL - CT",63,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",26,"KIEF STARLIGHT/ EXNER, JILL - NH",54,(2 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",27,"UGRANT Z/ PRENTICE, JORDAN - MA",44.6,(2 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",28,"MCDREAMY/ FLEMING, KELLY - MA",38.4,(2 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",29,"QUADRAS/ RUBIN, OLIVIA - MA",36,(5 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",30,MAGIC LADY H/ SRE EQUESTRIAN LLC - CT,32,(2 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",31,"RENOIR/ STIEGLER, ALEXA - CT",20,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",32,"NICE/ SILVESTRI, DOMINIKA - MA",19,(1 comps)
2021 Points Display,"JUNIOR HUNTER 3'3""-LARGE 16-17",33,"SIMPATICO/ BOYER, AIMEE - MA",10,(3 comps)
2021 Points Display,PONY HUNTER-SMALL,1,"CLOVERMEADE CRANBUNNY/ MAPES, KELLY - CT",2112.5,(30 comps)
2021 Points Display,PONY HUNTER-SMALL,2,"CLOVERMEADE HEARTBREAKER/ ROBERTSON, REILLY - CT",2048.45,(25 comps)
2021 Points Display,PONY HUNTER-SMALL,3,"ROCK LOBSTER/ GAMELIN, AIVA - CT",1885.95,(25 comps)
2021 Points Display,PONY HUNTER-SMALL,4,"PARTLY CLOUDY/ SNYDER, EAMON - RI",1454.5,(17 comps)
2021 Points Display,PONY HUNTER-SMALL,5,"FARMORE STATE OF THE ART/ MACKENZIE, EVA - CT",1405.65,(24 comps)
2021 Points Display,PONY HUNTER-SMALL,6,CLOVERMEADE BUNNY TALKS/ RABBIT HILL FARM - CT,1235.3,(13 comps)
2021 Points Display,PONY HUNTER-SMALL,7,SPARKLE/ WEST LANE ENTERPRISES LLC - CT,903.15,(12 comps)
2021 Points Display,PONY HUNTER-SMALL,8,WONDER WOMAN/ EPIC FARM LLC - CT,707.6,(6 comps)
2021 Points Display,PONY HUNTER-SMALL,9,"CLOVERMEADE BRILLIANTLY BUNNY/ SOBKOWIAK, SOPHIE - NC",511.2,(6 comps)
2021 Points Display,PONY HUNTER-SMALL,10,CLOVERMEADE RAZZBUNNY/ RABBIT HILL FARM - CT,503.25,(7 comps)
2021 Points Display,PONY HUNTER-SMALL,11,CLOVERMEADE GOOSEBUNNY/ RABBIT HILL FARM - CT,380,(5 comps)
2021 Points Display,PONY HUNTER-SMALL,12,"SECRET CRUSH/ SHULMAN, JILL - CT",213.5,(16 comps)
2021 Points Display,PONY HUNTER-SMALL,13,"FAIRYTALES/ RICHARD, EMI - CT",203,(8 comps)
2021 Points Display,PONY HUNTER-SMALL,14,"CLOVERMEADE BROTHER BUNNY/ MCHUGH, MADISON - CT",102.8,(2 comps)
2021 Points Display,PONY HUNTER-SMALL,15,"SECRET SPOT/ SHULMAN, JILL - CT",67,(20 comps)
2021 Points Display,PONY HUNTER-SMALL,16,"ANISETTE/ MACKENZIE, EVA - CT",59,(1 comps)
2021 Points Display,PONY HUNTER-SMALL,17,CLOVERMEADE HUSH BUNNY/ RABBIT HILL FARM - CT,56.5,(1 comps)
2021 Points Display,PONY HUNTER-SMALL,18,"WOODLANDS STRIKE A POSE/ CASTELLANOS, ISABELLE - CT",19,(6 comps)
2021 Points Display,PONY HUNTER-SMALL,19,"SUNDOWN/ MACKENZIE, EVA - CT",9,(1 comps)
2021 Points Display,PONY HUNTER-MEDIUM,1,CLOVERMEADE ENCHANTED/ RABBIT HILL FARM - CT,2278.6,(26 comps)
2021 Points Display,PONY HUNTER-MEDIUM,2,"CLOVERMEADE BUNNY SIDE UP/ FERRIGNO, ELLIE - CT",1665.35,(22 comps)
2021 Points Display,PONY HUNTER-MEDIUM,3,"GAME PLAN/ HUTTON, CARRIE - CT",1572.6,(21 comps)
2021 Points Display,PONY HUNTER-MEDIUM,4,"LIL' WAYNE/ SNYDER, EAMON - RI",1484.7,(13 comps)
2021 Points Display,PONY HUNTER-MEDIUM,5,"DUNLOVIN/ MACKENZIE, EVA - CT",1299.55,(24 comps)
2021 Points Display,PONY HUNTER-MEDIUM,6,CELEBRITY/ WEST LANE ENTERPRISES LLC - CT,785.25,(12 comps)
2021 Points Display,PONY HUNTER-MEDIUM,7,"ANISETTE/ MACKENZIE, EVA - CT",769.65,(22 comps)
2021 Points Display,PONY HUNTER-MEDIUM,8,"ENOUGH SAID/ BASSET EQUINE, LLC - CT",709.95,(24 comps)
2021 Points Display,PONY HUNTER-MEDIUM,9,CLOVERMEADE FUNNY SIDE UP/ RABBIT HILL FARM - CT,699.55,(13 comps)
2021 Points Display,PONY HUNTER-MEDIUM,10,"CAPTAIN AMERICA/ O'HARA, ROXANNE - CT",669,(14 comps)
2021 Points Display,PONY HUNTER-MEDIUM,11,"ORCHARD HILLS RED SLIPPERS/ BAKER, PAYTON - NH",635,(6 comps)
2021 Points Display,PONY HUNTER-MEDIUM,12,"ISLAND GRACE/ TRUESDALE, CAPRI - CT",520.95,(24 comps)
2021 Points Display,PONY HUNTER-MEDIUM,13,CLOVERMEADE SOMEBUNNYS CRUSH/ RABBIT HILL FARM - CT,476.25,(5 comps)
2021 Points Display,PONY HUNTER-MEDIUM,14,CLOVERCROFT BUNNY HOP/ RABBIT HILL FARM - CT,371.2,(15 comps)
2021 Points Display,PONY HUNTER-MEDIUM,15,"QUADRONEUR'S JUNIOR/ SIPP, JULIA - MA",351,(10 comps)
2021 Points Display,PONY HUNTER-MEDIUM,16,"FRONTIER MIDNIGHT LEGACY/ SNYDER, EAMON - RI",349,(5 comps)
2021 Points Display,PONY HUNTER-MEDIUM,17,"PINE CREEK'S APOLO/ SOBKOWIAK, SOPHIE - NC",344.55,(10 comps)
2021 Points Display,PONY HUNTER-MEDIUM,18,"NANTUCKET/ SIPP, JULIA - MA",327.35,(8 comps)
2021 Points Display,PONY HUNTER-MEDIUM,19,CLOVERMEADE MAGICAL/ RABBIT HILL FARM - CT,318.25,(3 comps)
2021 Points Display,PONY HUNTER-MEDIUM,20,"TWENTYNINE PALMS/ BRAYMAN, WENDY - RI",258.8,(3 comps)
2021 Points Display,PONY HUNTER-MEDIUM,21,CLOVERMEADE ANASTASIA/ RABBIT HILL FARM - CT,218,(3 comps)
2021 Points Display,PONY HUNTER-MEDIUM,22,"DRAGONFLY SILVER AND GOLD/ GAMELIN, AIVA - CT",189.75,(9 comps)
2021 Points Display,PONY HUNTER-MEDIUM,23,"MAPLESIDE FORGET ME NOT/ DEBNEY, GRACE - MA",153,(23 comps)
2021 Points Display,PONY HUNTER-MEDIUM,24,MORTON'S CATILLAC/ R.C.G. FARM - CT,145,(2 comps)
2021 Points Display,PONY HUNTER-MEDIUM,25,MASHA BEAR/ BICKFORD HILL SHOW STABLES - MA,132.75,(1 comps)
2021 Points Display,PONY HUNTER-MEDIUM,26,"ORCHARD HILLS RAG DOLL/ GAMELIN, AIVA - CT",130.5,(3 comps)
2021 Points Display,PONY HUNTER-MEDIUM,27,"SCARLET GEMINI/ SCHERER, KATE - MA",126.5,(4 comps)
2021 Points Display,PONY HUNTER-MEDIUM,28,"QUALEN'S GOT MAGIC/ BORN FREE FARM, LLC - MA",122.5,(18 comps)
2021 Points Display,PONY HUNTER-MEDIUM,29,"GREY'S ANATOMY/ YATES-MACK, BARRETT E - MA",105,(2 comps)
2021 Points Display,PONY HUNTER-MEDIUM,30,"SOPRANO/ STIEGLER, ALEXA - CT",100,(21 comps)
2021 Points Display,PONY HUNTER-MEDIUM,31,"CLOVERCROFT SWING AWAY/ GAMELIN, AIVA - CT",77.75,(2 comps)
2021 Points Display,PONY HUNTER-MEDIUM,32,"WOODLANDS DOODLE BUG/ GIARRUSSO, FRANCESCA - RI",72,(5 comps)
2021 Points Display,PONY HUNTER-MEDIUM,33,"HAYMAR'S SASSAFRASS/ MCHUGH, MADISON - CT",63.5,(1 comps)
2021 Points Display,PONY HUNTER-MEDIUM,34,"GREYSTONE'S STAR BRIGHT/ SICA, ALEXANDRA - CT",26,(5 comps)
2021 Points Display,PONY HUNTER-LARGE,1,"CLOVERMEADE CHARMED/ FERRIGNO, ELLIE - CT",1640.9,(20 comps)
2021 Points Display,PONY HUNTER-LARGE,2,"ULTERRA DENALI/ ROBERTSON, OLIVIA - CT",1086.6,(15 comps)
2021 Points Display,PONY HUNTER-LARGE,3,"TRESORO/ MORERA, ERIN - CT",936.95,(12 comps)
2021 Points Display,PONY HUNTER-LARGE,4,"D'ARTAGNAN/ DYSON, EMMA - CT",864.95,(22 comps)
2021 Points Display,PONY HUNTER-LARGE,5,"SPLENDOR/ DORSHEIMER, MEIGS - MA",727.85,(19 comps)
2021 Points Display,PONY HUNTER-LARGE,6,"COOKIES 'N CREAM/ HORVATH PALMER, ELIZABETH A. - NH",435.5,(8 comps)
2021 Points Display,PONY HUNTER-LARGE,7,"OLIVER TWIST/ FRITCHMAN, TATUM - MA",432.4,(6 comps)
2021 Points Display,PONY HUNTER-LARGE,8,"BLUE ON BYE/ KINNEY, ELIZABETH - MA",422.75,(5 comps)
2021 Points Display,PONY HUNTER-LARGE,9,"CHINOOK/ MAINARDI, CAROLYN - CT",391.8,(6 comps)
2021 Points Display,PONY HUNTER-LARGE,10,"MR. FOXTROT/ PETRONELLI, LEAH - CT",364.5,(6 comps)
2021 Points Display,PONY HUNTER-LARGE,11,"CLOVERMEADE HEROIC/ CLEE, EMILY - CT",289.75,(2 comps)
2021 Points Display,PONY HUNTER-LARGE,12,"SEE MORE BLUE/ BASSET EQUINE, LLC - CT",258.55,(4 comps)
2021 Points Display,PONY HUNTER-LARGE,13,"CELTIC CREEK'S ALMOST IRISH/ AVRATIN, ERICA - MA",137.75,(3 comps)
2021 Points Display,PONY HUNTER-LARGE,14,"DREAMBOAT DHS/ EVANS, LINDA - MA",101.25,(1 comps)
2021 Points Display,PONY HUNTER-LARGE,15,"PJ FUNNY BUNNY/ FERRIGNO, ELLIE - CT",88.8,(1 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,1,"GOLD DIGGER DRF/ AMARAL-MCKEE, CHERYL L - MA",427,(7 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,2,"TRESORO/ MORERA, ERIN - CT",399.25,(7 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,3,"CHAMPLAIN NO/ WILKINSON, JULIA - CT",232.6,(5 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,4,"QUEEN JOSEPHINE/ BARRETTE, REBECCA - CT",216,(4 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,5,"KOKOMO/ LYONS, WILLA - MA",195,(5 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,6,"DREAMBOAT DHS/ EVANS, LINDA - MA",192.6,(17 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,7,"BORDEAUX/ MICHAELSON, DEVON - MA",89.6,(9 comps)
2021 Points Display,GREEN PONY HUNTER-LARGE,8,"BROOKELEE TICKET TO RIDE/ LASSALLE, OLGA - MA",41,(1 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,1,CLOVERMEADE SOMEBUNNYS CRUSH/ RABBIT HILL FARM - CT,1093.5,(17 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,2,CLOVERMEADE ANASTASIA/ RABBIT HILL FARM - CT,1090,(18 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,3,CLOVERMEADE MAGICAL/ RABBIT HILL FARM - CT,1022.1,(17 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,4,"LIL' WAYNE/ SNYDER, EAMON - RI",578.5,(8 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,5,"TWENTYNINE PALMS/ BRAYMAN, WENDY - RI",560.3,(10 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,6,"HAYMAR'S SASSAFRASS/ MCHUGH, MADISON - CT",351,(4 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,7,"FRONTIER MIDNIGHT LEGACY/ SNYDER, EAMON - RI",279.2,(5 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,8,"MOZART'S SYMPHONY/ VANDERZICHT, LAUREN  - MA",206,(4 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,9,"L&L BLACK TIE AFFAIR/ MORSEY, ELIZABETH - CT",122,(2 comps)
2021 Points Display,GREEN PONY HUNTER-MEDIUM,10,"LIFE OF THE PARTY/ DESROCHES, DIANNE - MA",35,(2 comps)
2021 Points Display,GREEN PONY HUNTER-SMALL,1,CLOVERMEADE GOOSEBUNNY/ RABBIT HILL FARM - CT,1303.4,(26 comps)
2021 Points Display,GREEN PONY HUNTER-SMALL,2,CLOVERMEADE HUSH BUNNY/ RABBIT HILL FARM - CT,1186,(21 comps)
2021 Points Display,GREEN PONY HUNTER-SMALL,3,WONDER WOMAN/ EPIC FARM LLC - CT,458.3,(16 comps)
2021 Points Display,GREEN PONY HUNTER-SMALL,4,"PORKCHOP/ LASSALLE, OLGA - MA",331.3,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,1,"TESORO RW/ JUMPER, CHARLOTTE  - CT",664.75,(10 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,2,RIO SUNCATCHER/ STEPPING STONE FARM - CT,490.35,(9 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,3,"ST. ELMO'S FIRE/ KLEE, ANNA - MA",469,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,4,"QUINTESSENTIAL/ JUNEJA, LILA - CT",417,(14 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,5,"VDL WHITE CHOCOLATE/ MAZZOLA, EVA - MA",324.85,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,6,"PATRON/ KLEE, ANNA - MA",312.5,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,7,"LINURUYU/ HUNT, ISABEL - MA",298,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,8,"MARTEL VDL/ MACKENZIE, EVA - CT",285.45,(6 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,9,"MTM ROCKEFELLER Z/ CHEN, TAYLOR - MA",281,(8 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,10,"CORNELIUS/ SALERNO, SOPHIA - CT",231.3,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,11,"FARALIE AF/ MCCARTHY, MORGAN - MA",228.6,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,12,"CANOLETTO/ DEVINE, PARKER - CT",224.98,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,13,"KENSI/ ELLIS, KATHARINE  - MA",221.85,(12 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,14,"INDIANAPOLIS/ POWELL, MORGAN - CT",210.38,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,15,"PLAYING THE STAR/ BASSICK, BENTLEY - MA",206.13,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,16,"AMAZING GRACE/ MACKENZIE, EVA - CT",201.5,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,17,"FANFARE CBF/ MUNOZ, LEAH - NH",175.7,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,18,"CHARISMA/ DEMLER, ELIZA - MA",170.8,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,19,"GOLDSTAR-K/ GAUDIO, IAN - CT",148.4,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,20,CAYENNE/ SUAVE PONY LLC - CT,145.38,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,21,"DONNYBROOK/ FINE, NELLEE - MA",144,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,22,"LENDL/ BAKER, PAYTON - NH",138.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,23,"BELIEVE/ HART, VICTORIA - CT",132.25,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,24,"MTM MAGNUM/ WINROTH, FIONA - MA",131.25,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,25,"COUNTERNO BOY/ PLAISTED, STEPHANIE - ME",130,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,,"LAFAYETTE/ MUHLHAUSER, MAXIMUS - CT",130,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,27,KYLO REN/ SPRINGEN HORSES - CT,114.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,28,"CONNOR MCCLOUD/ MAURICE, ISABELLA - MA",110,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,29,"SPOT ON/ KOEHN, NANCY - MA",106,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,30,"MR. CORNET 4/ DORRANCE, DAWN - MA",98.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,31,"SPEECHLESS/ BUSH, TOMI ANNE - CT",96.75,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,32,"PADDINGTON BEAR/ WILLIAMS, VICTORIA - CT",94.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,,"WHISPER/ HUNT, MONICA - MA",94.5,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,34,"RHIANNON/ WILLIAMS, JASSA - NH",93.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,35,"CAMBRIDGE/ CHIAVERINI, SOPHIA - RI",78.3,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,36,"JUST AN ILLUSION D’HOF-TEN-BOS/ BUFFINGTON, SARA - NH",69.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,37,"LEGENDARY/ FISTORI, LILLY - MA",67,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,38,"CLEVER/ MACKENZIE, EVA - CT",65.25,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,39,"ILADIN DU ROUET/ MACKENZIE, EVA - CT",51.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,40,"FORTUNA/ SMITH REZAC, JAI - MA",48.8,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,41,DA VINCI/ GRASMERE FARM - CT,39,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,,"GRAVES DE REGOR/ MC KENNA, COLINE - MA",39,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,,"LAST CALL Z/ TIMPANY, HELENA - CT",39,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,44,"WATCH ME/ PRINCE, GREGORY - MA",38.5,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,45,"CHARLESTON Z/ ATAMIAN, NALINA - MA",34.5,(4 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,46,"MERANDO/ FLETCHER, KATHRYN - MA",32.5,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,47,"ZOPS/ PALAZZO, JAIDEN - CT",30,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,48,"LINCOM'S CLOSE UP/ CARREIRO, ELIZABETH - MA",25,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,49,"JOLLY MON/ GISHOLT, JILL  - MA",23.5,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,50,MASSIMO/ NEWBURY FARM - MA,22,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,51,"SKRIBBELINO/ BROWN, ALEXANDRA - MA",10,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,52,"CANELA ROSE/ GILLETTE, TERRESSA - CT",6.5,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 14 & UNDER,53,"WALK THE LINE/ GILLETTE, TERRESSA - CT",6,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,1,"ROUTE 66/ COLLAR, TAYLOR  - CT",1038.66,(14 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,2,CARRINTON/ R.C.G. FARM - CT,546.4,(6 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,3,"UGRANT Z/ PRENTICE, JORDAN - MA",538.3,(9 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,4,"THE RIDGE CAVALIER/ MCCARTHY, SAMANTHA - MA",475.85,(6 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,5,"HUDSON/ PAGEAU, MADISON - NH",373.5,(10 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,6,"JOLI COEUR/ LEBEAU, BETH - MA",295,(1 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,7,"MCGRAW/ FRASER, EMMA - MA",291.9,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,8,"SUMMER GIRL/ NATARAJAN, SAMYUKTA - CT",290.38,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,9,"CORRIADO/ BONACORSI, MIA - MA",282.2,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,10,SHOWTIME/ STARBUCK EQUESTRIAN - CT,280.2,(3 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,11,"ESPRIT DE VICTOIRE/ CANNON, HOLLY - MA",255.2,(5 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,12,"FIRATOSTHA R/ JANSEN, AVERY - VT",228.08,(2 comps)
2021 Points Display,CHILDRENS HUNTER-HORSE 15-17,13,"COME MONDAY/ BRYAN, LILLIAN - MA",227.88,(3 comps)
